epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,351.01,0.60652,0.49767,0.83066,0.85781,0.8187,0.88295,0.70775,0.5463,0.48604,0.81097,0.00120625,0.00120625,0.00120625
16,374.343,0.60008,0.5016,0.83089,0.90385,0.81386,0.89031,0.71976,0.54903,0.46136,0.81282,0.00120312,0.00120312,0.00120312
17,397.245,0.59673,0.48891,0.83262,0.8903,0.8023,0.88718,0.71228,0.55543,0.50048,0.81652,0.0012,0.0012,0.0012
18,420.513,0.58594,0.4974,0.83197,0.88564,0.81758,0.89261,0.71199,0.54628,0.48576,0.81536,0.00119688,0.00119688,0.00119688
19,443.848,0.59875,0.48065,0.83437,0.9047,0.82242,0.89259,0.71716,0.54973,0.45356,0.81061,0.00119375,0.00119375,0.00119375
20,467.053,0.57658,0.46441,0.83006,0.90878,0.82033,0.8996,0.73069,0.55509,0.45782,0.81257,0.00119063,0.00119063,0.00119063
21,490.466,0.56509,0.45098,0.82816,0.91133,0.82992,0.90798,0.74642,0.5084,0.4341,0.80902,0.0011875,0.0011875,0.0011875
22,513.85,0.55707,0.44598,0.82524,0.90966,0.85013,0.90276,0.7241,0.55243,0.43254,0.80683,0.00118438,0.00118438,0.00118438
23,537.084,0.57671,0.46109,0.82315,0.89603,0.84201,0.89809,0.69791,0.62022,0.47571,0.81401,0.00118125,0.00118125,0.00118125
24,560.394,0.59269,0.46811,0.82902,0.90786,0.83535,0.90702,0.7405,0.52081,0.43331,0.80776,0.00117813,0.00117813,0.00117813
25,583.701,0.56022,0.44775,0.82034,0.91323,0.82646,0.90461,0.74659,0.48745,0.42367,0.8028,0.001175,0.001175,0.001175
26,607.026,0.5524,0.43964,0.82464,0.92132,0.83961,0.91095,0.71711,0.57546,0.43478,0.81013,0.00117187,0.00117187,0.00117187
27,630.321,0.55635,0.44516,0.81978,0.89277,0.81604,0.90125,0.7312,0.52393,0.45237,0.80809,0.00116875,0.00116875,0.00116875
28,653.605,0.53997,0.43323,0.81867,0.91811,0.83543,0.90753,0.7413,0.51822,0.42966,0.81085,0.00116562,0.00116562,0.00116562
29,676.793,0.53985,0.43099,0.81877,0.89846,0.83648,0.90538,0.74478,0.48634,0.43277,0.80305,0.0011625,0.0011625,0.0011625
30,700.098,0.54657,0.43781,0.82316,0.91037,0.83283,0.89621,0.73617,0.51933,0.4572,0.81007,0.00115938,0.00115938,0.00115938
31,723.354,0.54138,0.42837,0.82247,0.92403,0.83436,0.9069,0.74131,0.52636,0.41559,0.80682,0.00115625,0.00115625,0.00115625
32,746.615,0.52985,0.41072,0.81673,0.9128,0.84848,0.91242,0.75867,0.472,0.40317,0.80051,0.00115313,0.00115313,0.00115313
33,770.035,0.53542,0.42217,0.81547,0.92592,0.85367,0.91234,0.75407,0.50232,0.40665,0.80426,0.00115,0.00115,0.00115
34,793.387,0.54114,0.41943,0.8144,0.92209,0.8571,0.91599,0.74501,0.52641,0.41488,0.80408,0.00114688,0.00114688,0.00114688
35,816.607,0.5236,0.41194,0.81969,0.9171,0.85809,0.91674,0.76886,0.45836,0.39363,0.79793,0.00114375,0.00114375,0.00114375
36,840.604,0.51812,0.41989,0.81823,0.87565,0.8439,0.90732,0.76027,0.45356,0.42629,0.80515,0.00114062,0.00114062,0.00114062
37,863.912,0.53615,0.43683,0.81981,0.88069,0.84934,0.91205,0.75091,0.49702,0.42027,0.80794,0.0011375,0.0011375,0.0011375
38,887.124,0.52032,0.41325,0.81635,0.93239,0.83326,0.9125,0.75326,0.49331,0.43968,0.80455,0.00113437,0.00113437,0.00113437
39,910.495,0.52375,0.41004,0.81468,0.90794,0.85738,0.91593,0.76261,0.49466,0.4016,0.80033,0.00113125,0.00113125,0.00113125
40,933.816,0.52562,0.4151,0.8168,0.91685,0.85876,0.91982,0.75252,0.49271,0.40406,0.79949,0.00112813,0.00112813,0.00112813
41,957.035,0.51042,0.41054,0.81424,0.89049,0.83036,0.90912,0.75143,0.48344,0.46275,0.7995,0.001125,0.001125,0.001125
42,980.407,0.49742,0.39358,0.81309,0.94602,0.83478,0.91532,0.77689,0.42783,0.38083,0.7944,0.00112188,0.00112188,0.00112188
43,1003.84,0.51605,0.40479,0.81443,0.93513,0.85232,0.91646,0.75935,0.49852,0.38781,0.8,0.00111875,0.00111875,0.00111875
44,1027.1,0.51151,0.40052,0.81589,0.94509,0.84281,0.91812,0.77943,0.43968,0.38512,0.79651,0.00111563,0.00111563,0.00111563
45,1050.49,0.50531,0.38991,0.8144,0.92369,0.86243,0.92138,0.77098,0.46357,0.38107,0.79753,0.0011125,0.0011125,0.0011125
46,1073.85,0.50009,0.38546,0.81254,0.94687,0.85164,0.92265,0.75994,0.53749,0.39625,0.80582,0.00110937,0.00110937,0.00110937
47,1097.13,0.50138,0.38191,0.81428,0.9376,0.85022,0.92216,0.78567,0.43784,0.372,0.79467,0.00110625,0.00110625,0.00110625
48,1120.52,0.48071,0.38074,0.81151,0.94557,0.85971,0.92285,0.77902,0.42093,0.36533,0.79371,0.00110313,0.00110313,0.00110313
49,1143.79,0.49575,0.38964,0.81113,0.94317,0.8579,0.92332,0.76514,0.49111,0.36934,0.80027,0.0011,0.0011,0.0011
50,1166.99,0.4873,0.38115,0.8093,0.92513,0.8504,0.91404,0.77602,0.4405,0.37472,0.79665,0.00109687,0.00109687,0.00109687
51,1190.25,0.48559,0.37534,0.80893,0.92091,0.84682,0.92218,0.77708,0.44043,0.39249,0.79642,0.00109375,0.00109375,0.00109375
52,1213.6,0.49941,0.38294,0.81262,0.94039,0.85883,0.929,0.77638,0.48553,0.37181,0.79812,0.00109063,0.00109063,0.00109063
53,1236.82,0.48055,0.36933,0.80853,0.94053,0.84956,0.9231,0.77368,0.46928,0.36907,0.79727,0.0010875,0.0010875,0.0010875
54,1260.12,0.48867,0.37429,0.80616,0.94461,0.84666,0.92112,0.77572,0.43557,0.37916,0.79628,0.00108438,0.00108438,0.00108438
55,1283.38,0.49148,0.37783,0.81057,0.93639,0.85299,0.91999,0.75597,0.51146,0.40376,0.80443,0.00108125,0.00108125,0.00108125
56,1306.66,0.49813,0.38423,0.81081,0.92449,0.8553,0.92178,0.76907,0.46641,0.37013,0.79805,0.00107813,0.00107813,0.00107813
57,1329.9,0.47728,0.37497,0.81127,0.94352,0.84309,0.92391,0.77958,0.45943,0.37512,0.79448,0.001075,0.001075,0.001075
58,1353.26,0.48311,0.37992,0.81067,0.92684,0.86784,0.92669,0.78933,0.43498,0.36409,0.7916,0.00107188,0.00107188,0.00107188
59,1376.58,0.48323,0.37565,0.8124,0.94113,0.85068,0.92655,0.7854,0.43248,0.37535,0.79339,0.00106875,0.00106875,0.00106875
60,1399.95,0.46978,0.3626,0.80783,0.93729,0.86237,0.93187,0.78993,0.43874,0.36006,0.79181,0.00106563,0.00106563,0.00106563
61,1423.48,0.47454,0.36318,0.80979,0.91507,0.8573,0.91816,0.78063,0.44034,0.37031,0.79234,0.0010625,0.0010625,0.0010625
62,1446.72,0.47382,0.37209,0.81031,0.94715,0.85899,0.92654,0.78174,0.47661,0.37236,0.7959,0.00105937,0.00105937,0.00105937
63,1469.97,0.47243,0.37389,0.80661,0.92732,0.85314,0.92299,0.78797,0.42105,0.36878,0.79251,0.00105625,0.00105625,0.00105625
64,1493.29,0.48242,0.3698,0.80943,0.94568,0.85829,0.92413,0.79016,0.42179,0.36617,0.79048,0.00105313,0.00105313,0.00105313
65,1516.69,0.47295,0.36033,0.81088,0.93733,0.85626,0.92434,0.78654,0.43236,0.37321,0.79227,0.00105,0.00105,0.00105
66,1539.93,0.47167,0.35769,0.81229,0.94255,0.85606,0.92415,0.78957,0.43441,0.36233,0.79038,0.00104688,0.00104688,0.00104688
67,1563.2,0.48644,0.37424,0.81324,0.94167,0.85192,0.91949,0.78781,0.4056,0.36462,0.78872,0.00104375,0.00104375,0.00104375
68,1586.43,0.47555,0.36102,0.80545,0.9359,0.85921,0.92726,0.8007,0.39544,0.34946,0.78903,0.00104063,0.00104063,0.00104063
69,1609.81,0.46038,0.35567,0.80572,0.95293,0.86461,0.93175,0.78905,0.45487,0.35074,0.79335,0.0010375,0.0010375,0.0010375
70,1633.1,0.4703,0.35666,0.80651,0.93173,0.87353,0.93477,0.79816,0.42133,0.35268,0.79208,0.00103438,0.00103438,0.00103438
71,1656.33,0.45237,0.35259,0.80469,0.94402,0.87042,0.93603,0.78715,0.46052,0.35587,0.79254,0.00103125,0.00103125,0.00103125
72,1679.6,0.46941,0.36008,0.80696,0.93824,0.86116,0.92856,0.78898,0.43773,0.35307,0.79485,0.00102812,0.00102812,0.00102812
73,1702.82,0.46394,0.35233,0.80633,0.92583,0.86859,0.92878,0.80163,0.3943,0.34196,0.79299,0.001025,0.001025,0.001025
74,1726.19,0.45844,0.3522,0.80427,0.93566,0.86492,0.93149,0.79206,0.44968,0.35803,0.79556,0.00102187,0.00102187,0.00102187
75,1749.44,0.46648,0.35072,0.80492,0.9528,0.85785,0.93277,0.80374,0.40446,0.33941,0.79228,0.00101875,0.00101875,0.00101875
76,1772.8,0.45229,0.34504,0.80482,0.9425,0.87691,0.93408,0.80127,0.43179,0.33687,0.79195,0.00101563,0.00101563,0.00101563
77,1796,0.45461,0.34169,0.80434,0.94701,0.8662,0.9292,0.80346,0.39475,0.34113,0.78996,0.0010125,0.0010125,0.0010125
78,1818.85,0.44416,0.33994,0.80282,0.93743,0.87579,0.93323,0.78762,0.45762,0.34787,0.79134,0.00100938,0.00100938,0.00100938
79,1842.15,0.45053,0.34312,0.80464,0.9407,0.87311,0.93403,0.79649,0.42339,0.3524,0.79064,0.00100625,0.00100625,0.00100625
80,1865.37,0.46535,0.34846,0.80523,0.94846,0.87029,0.93597,0.79534,0.42864,0.33819,0.79016,0.00100313,0.00100313,0.00100313
81,1888.56,0.44804,0.34132,0.80663,0.95178,0.85588,0.92543,0.80377,0.38989,0.34678,0.78892,0.001,0.001,0.001
82,1912.04,0.46767,0.34812,0.8059,0.95397,0.8765,0.93863,0.78796,0.4723,0.34784,0.79355,0.000996875,0.000996875,0.000996875
83,1935.25,0.45888,0.3453,0.80805,0.94395,0.86799,0.93315,0.80463,0.40643,0.34625,0.7883,0.00099375,0.00099375,0.00099375
84,1958.61,0.44114,0.33314,0.8031,0.941,0.87581,0.93493,0.8129,0.38367,0.33348,0.78735,0.000990625,0.000990625,0.000990625
85,1981.5,0.43413,0.33159,0.80338,0.94745,0.87898,0.93658,0.80678,0.41181,0.32856,0.78886,0.0009875,0.0009875,0.0009875
86,2004.72,0.45565,0.34276,0.80661,0.95297,0.87507,0.93538,0.78962,0.47056,0.34455,0.79373,0.000984375,0.000984375,0.000984375
87,2028,0.46558,0.35095,0.80269,0.95161,0.87484,0.93758,0.80328,0.39918,0.34534,0.7887,0.00098125,0.00098125,0.00098125
88,2051.32,0.45266,0.345,0.80218,0.95537,0.86438,0.93371,0.80814,0.39826,0.33661,0.78949,0.000978125,0.000978125,0.000978125
89,2074.52,0.45201,0.34001,0.80467,0.93225,0.87458,0.93013,0.80834,0.40254,0.33114,0.78905,0.000975,0.000975,0.000975
90,2097.41,0.45336,0.33968,0.80382,0.94724,0.86629,0.9359,0.77569,0.51768,0.36022,0.79927,0.000971875,0.000971875,0.000971875
91,2120.75,0.45495,0.34359,0.80419,0.93757,0.87822,0.93842,0.81362,0.38565,0.3273,0.78729,0.00096875,0.00096875,0.00096875
92,2144.08,0.44767,0.33879,0.80303,0.94126,0.88615,0.93437,0.80838,0.3906,0.3238,0.78672,0.000965625,0.000965625,0.000965625
93,2167.32,0.43923,0.33136,0.80252,0.93882,0.86942,0.92853,0.80763,0.37127,0.33189,0.78603,0.0009625,0.0009625,0.0009625
94,2190.6,0.45072,0.33764,0.80229,0.94111,0.87007,0.93097,0.80885,0.3802,0.32564,0.78747,0.000959375,0.000959375,0.000959375
95,2213.8,0.442,0.32844,0.80091,0.95325,0.86319,0.93304,0.80816,0.38415,0.32383,0.78672,0.00095625,0.00095625,0.00095625
96,2237.06,0.44938,0.33379,0.7999,0.94551,0.87188,0.93643,0.81554,0.37487,0.3186,0.78581,0.000953125,0.000953125,0.000953125
97,2259.97,0.43446,0.32246,0.79942,0.94853,0.86648,0.93713,0.80689,0.40588,0.32963,0.78534,0.00095,0.00095,0.00095
98,2283.2,0.43129,0.32728,0.79836,0.94464,0.86272,0.93531,0.81162,0.39491,0.32351,0.7838,0.000946875,0.000946875,0.000946875
99,2306.41,0.43068,0.32384,0.80151,0.9556,0.87362,0.93954,0.80805,0.39786,0.32838,0.78785,0.00094375,0.00094375,0.00094375
100,2329.67,0.43727,0.33333,0.80236,0.94564,0.86688,0.93195,0.79933,0.41094,0.34851,0.78792,0.000940625,0.000940625,0.000940625
101,2352.88,0.43881,0.33664,0.80211,0.93995,0.85518,0.9294,0.80721,0.38517,0.33937,0.78589,0.0009375,0.0009375,0.0009375
102,2376.13,0.44341,0.34,0.80013,0.93602,0.87416,0.93585,0.79986,0.42405,0.35574,0.78965,0.000934375,0.000934375,0.000934375
103,2399.37,0.44154,0.33745,0.80318,0.94473,0.87036,0.93625,0.81081,0.40223,0.33379,0.78937,0.00093125,0.00093125,0.00093125
104,2422.54,0.43073,0.32628,0.79927,0.933,0.8804,0.9379,0.82048,0.36887,0.31859,0.78593,0.000928125,0.000928125,0.000928125
105,2445.83,0.43137,0.33028,0.79923,0.94579,0.8724,0.93342,0.81415,0.38327,0.32363,0.78602,0.000925,0.000925,0.000925
106,2469.02,0.42876,0.33351,0.80337,0.94857,0.88124,0.93809,0.80791,0.40253,0.32523,0.78719,0.000921875,0.000921875,0.000921875
107,2492.16,0.43177,0.33028,0.80166,0.94331,0.88971,0.94459,0.81103,0.41554,0.33649,0.7892,0.00091875,0.00091875,0.00091875
108,2515.38,0.44337,0.33208,0.80532,0.9531,0.86577,0.93547,0.81567,0.37668,0.3298,0.7852,0.000915625,0.000915625,0.000915625
109,2538.64,0.45683,0.33424,0.8005,0.95421,0.87012,0.94052,0.81944,0.38409,0.32958,0.78507,0.0009125,0.0009125,0.0009125
110,2561.81,0.44193,0.33143,0.80319,0.94226,0.87778,0.93807,0.81421,0.40715,0.32667,0.78522,0.000909375,0.000909375,0.000909375
111,2585.06,0.42896,0.32301,0.79878,0.93769,0.89417,0.94229,0.82603,0.37355,0.30644,0.78576,0.00090625,0.00090625,0.00090625
112,2608.38,0.42717,0.32125,0.79992,0.93377,0.88908,0.93943,0.81334,0.38062,0.31548,0.78425,0.000903125,0.000903125,0.000903125
113,2631.63,0.43791,0.32086,0.79984,0.95057,0.88007,0.94159,0.81373,0.3946,0.31221,0.78615,0.0009,0.0009,0.0009
114,2654.86,0.42222,0.31724,0.80264,0.95551,0.86994,0.94109,0.82214,0.37277,0.3078,0.78479,0.000896875,0.000896875,0.000896875
115,2678.12,0.41107,0.31421,0.79712,0.95239,0.87887,0.94164,0.81976,0.38914,0.31216,0.78282,0.00089375,0.00089375,0.00089375
116,2701.32,0.42405,0.32257,0.79948,0.93712,0.88204,0.9411,0.81705,0.39786,0.31645,0.78317,0.000890625,0.000890625,0.000890625
117,2724.65,0.41413,0.31665,0.80072,0.95105,0.87564,0.94064,0.81823,0.3887,0.31389,0.78343,0.0008875,0.0008875,0.0008875
118,2747.9,0.40789,0.31503,0.79682,0.95209,0.87589,0.94179,0.82145,0.37889,0.3116,0.78286,0.000884375,0.000884375,0.000884375
119,2771.1,0.43163,0.32556,0.79992,0.93849,0.88975,0.94461,0.81265,0.433,0.33641,0.78649,0.00088125,0.00088125,0.00088125
120,2794.33,0.42648,0.32228,0.80234,0.94117,0.88787,0.94099,0.81802,0.38085,0.31695,0.78505,0.000878125,0.000878125,0.000878125
121,2817.6,0.42634,0.32366,0.80013,0.95414,0.87233,0.94321,0.81816,0.3906,0.31339,0.78581,0.000875,0.000875,0.000875
122,2840.72,0.41439,0.31804,0.7983,0.94807,0.88984,0.94586,0.8177,0.40919,0.31135,0.78641,0.000871875,0.000871875,0.000871875
123,2864,0.42366,0.32212,0.7993,0.93811,0.89612,0.94487,0.82039,0.37372,0.30882,0.78556,0.00086875,0.00086875,0.00086875
124,2887.23,0.40942,0.31323,0.79473,0.94548,0.88755,0.94335,0.81922,0.3814,0.30576,0.78591,0.000865625,0.000865625,0.000865625
125,2910.34,0.41707,0.31135,0.801,0.93221,0.88837,0.94126,0.81958,0.36808,0.30316,0.78579,0.0008625,0.0008625,0.0008625
126,2933.64,0.41422,0.31734,0.8006,0.93648,0.88053,0.93894,0.81352,0.39404,0.31838,0.78461,0.000859375,0.000859375,0.000859375
127,2956.87,0.40707,0.31412,0.80018,0.93888,0.8735,0.93398,0.80874,0.39655,0.32901,0.78544,0.00085625,0.00085625,0.00085625
128,2980.01,0.41222,0.31334,0.80033,0.94027,0.88694,0.94315,0.81952,0.38593,0.31853,0.78452,0.000853125,0.000853125,0.000853125
129,3003.26,0.41374,0.31448,0.79889,0.95203,0.87484,0.94259,0.81937,0.39036,0.32249,0.78576,0.00085,0.00085,0.00085
130,3026.46,0.42172,0.32468,0.80195,0.94946,0.87676,0.93953,0.82162,0.37848,0.3077,0.78589,0.000846875,0.000846875,0.000846875
131,3049.55,0.41281,0.31866,0.80004,0.9306,0.88809,0.94021,0.81718,0.38007,0.32223,0.78822,0.00084375,0.00084375,0.00084375
132,3072.72,0.41647,0.31871,0.79429,0.93989,0.87668,0.94379,0.81736,0.38562,0.32549,0.78667,0.000840625,0.000840625,0.000840625
133,3095.94,0.41653,0.31503,0.79642,0.9599,0.87846,0.94455,0.82527,0.36035,0.31079,0.78407,0.0008375,0.0008375,0.0008375
134,3119.07,0.41638,0.31136,0.80154,0.95348,0.8871,0.94767,0.82892,0.36286,0.30575,0.78496,0.000834375,0.000834375,0.000834375
135,3142.43,0.409,0.30882,0.7985,0.94032,0.89411,0.94814,0.82735,0.37861,0.3146,0.78495,0.00083125,0.00083125,0.00083125
136,3165.6,0.40696,0.30754,0.7958,0.92803,0.89169,0.94139,0.83227,0.3521,0.30683,0.78274,0.000828125,0.000828125,0.000828125
137,3188.81,0.40875,0.30486,0.79454,0.94581,0.89183,0.94733,0.82882,0.38579,0.31057,0.78527,0.000825,0.000825,0.000825
138,3212.02,0.42225,0.30974,0.79621,0.94599,0.87386,0.93941,0.82864,0.3563,0.30871,0.7832,0.000821875,0.000821875,0.000821875
139,3235.24,0.4084,0.30583,0.79822,0.94657,0.88344,0.94145,0.82875,0.35995,0.3027,0.78369,0.00081875,0.00081875,0.00081875
140,3258.36,0.39537,0.29431,0.7929,0.95015,0.88872,0.93792,0.82507,0.36035,0.30246,0.78387,0.000815625,0.000815625,0.000815625
141,3281.52,0.39914,0.30155,0.79568,0.95072,0.87979,0.94115,0.82724,0.36252,0.31174,0.78234,0.0008125,0.0008125,0.0008125
142,3304.79,0.40208,0.30004,0.79592,0.95484,0.87357,0.94477,0.82753,0.3733,0.3029,0.78454,0.000809375,0.000809375,0.000809375
143,3328,0.4042,0.30259,0.79726,0.94309,0.88105,0.94409,0.82709,0.36158,0.29988,0.78575,0.00080625,0.00080625,0.00080625
144,3351.24,0.40446,0.29959,0.79809,0.94753,0.88015,0.9429,0.83108,0.35147,0.30132,0.78363,0.000803125,0.000803125,0.000803125
145,3374.5,0.40342,0.30154,0.79439,0.93945,0.87592,0.93707,0.82945,0.35069,0.30575,0.78228,0.0008,0.0008,0.0008
146,3397.34,0.40011,0.29995,0.794,0.95351,0.86951,0.93946,0.82892,0.37032,0.31113,0.78545,0.000796875,0.000796875,0.000796875
147,3420.09,0.40379,0.29905,0.79941,0.95702,0.8719,0.94,0.8277,0.36855,0.31248,0.7852,0.00079375,0.00079375,0.00079375
148,3443.32,0.39926,0.29506,0.79775,0.95356,0.87114,0.94094,0.83203,0.35895,0.30833,0.78396,0.000790625,0.000790625,0.000790625
149,3466.45,0.39665,0.29584,0.80001,0.95406,0.88122,0.94554,0.83183,0.36581,0.30535,0.78453,0.0007875,0.0007875,0.0007875
150,3489.72,0.39973,0.29855,0.79465,0.94794,0.88797,0.94818,0.83894,0.34761,0.29422,0.78225,0.000784375,0.000784375,0.000784375
151,3512.6,0.39159,0.29613,0.79544,0.95522,0.87964,0.94133,0.82242,0.37259,0.32129,0.78579,0.00078125,0.00078125,0.00078125
152,3535.76,0.3956,0.29952,0.79572,0.95358,0.88224,0.94637,0.83181,0.35515,0.30219,0.78763,0.000778125,0.000778125,0.000778125
153,3559.02,0.40977,0.30245,0.79343,0.94486,0.89394,0.94604,0.82955,0.37034,0.30413,0.78649,0.000775,0.000775,0.000775
154,3582.19,0.38975,0.29305,0.79423,0.94036,0.89695,0.94399,0.83324,0.35533,0.29947,0.78303,0.000771875,0.000771875,0.000771875
155,3605.29,0.38972,0.29096,0.79263,0.9505,0.88406,0.94886,0.84008,0.34442,0.30267,0.78309,0.00076875,0.00076875,0.00076875
156,3628.61,0.39858,0.29725,0.79437,0.96511,0.88353,0.94901,0.84058,0.34084,0.29525,0.78256,0.000765625,0.000765625,0.000765625
157,3652.01,0.38762,0.29282,0.79422,0.95745,0.8804,0.94547,0.83344,0.35341,0.29849,0.78225,0.0007625,0.0007625,0.0007625
158,3675.18,0.39689,0.29678,0.79653,0.96001,0.87701,0.94513,0.83384,0.36137,0.3091,0.7844,0.000759375,0.000759375,0.000759375
159,3698.37,0.38978,0.2982,0.79333,0.94315,0.89472,0.94707,0.8324,0.35038,0.30106,0.784,0.00075625,0.00075625,0.00075625
160,3721.62,0.39219,0.29487,0.79393,0.95344,0.88694,0.94781,0.83898,0.34867,0.29569,0.78294,0.000753125,0.000753125,0.000753125
161,3744.78,0.39484,0.29726,0.79599,0.96015,0.88741,0.94951,0.83369,0.35381,0.29757,0.7855,0.00075,0.00075,0.00075
162,3768.02,0.39344,0.2924,0.79562,0.95577,0.88566,0.94622,0.8342,0.35792,0.29438,0.78341,0.000746875,0.000746875,0.000746875
163,3791.22,0.3942,0.29236,0.79231,0.96109,0.87513,0.9444,0.83784,0.3554,0.29855,0.78274,0.00074375,0.00074375,0.00074375
164,3814.28,0.3825,0.28789,0.79675,0.95627,0.87511,0.94347,0.83701,0.34573,0.29869,0.78193,0.000740625,0.000740625,0.000740625
165,3837.45,0.39398,0.29465,0.79284,0.95893,0.88089,0.94599,0.83785,0.35414,0.30056,0.78161,0.0007375,0.0007375,0.0007375
166,3860.66,0.3943,0.2983,0.79727,0.94605,0.8835,0.94095,0.82651,0.34909,0.29311,0.78054,0.000734375,0.000734375,0.000734375
167,3883.85,0.39668,0.29169,0.7961,0.9338,0.89739,0.94398,0.82856,0.36263,0.30627,0.78199,0.00073125,0.00073125,0.00073125
168,3907.04,0.38336,0.28784,0.79419,0.9585,0.87267,0.94276,0.83766,0.33966,0.29389,0.78282,0.000728125,0.000728125,0.000728125
169,3930.3,0.38749,0.29146,0.7956,0.96157,0.87513,0.94281,0.83452,0.36405,0.29706,0.78386,0.000725,0.000725,0.000725
170,3953.46,0.38401,0.2897,0.79426,0.96459,0.87407,0.95027,0.84077,0.34907,0.28794,0.78262,0.000721875,0.000721875,0.000721875
171,3976.73,0.38034,0.28103,0.79673,0.948,0.88854,0.94939,0.83922,0.34604,0.29277,0.78134,0.00071875,0.00071875,0.00071875
172,3999.93,0.37523,0.27982,0.79046,0.94848,0.88919,0.95115,0.83528,0.35813,0.30174,0.78311,0.000715625,0.000715625,0.000715625
173,4023.13,0.385,0.28465,0.7916,0.96164,0.88188,0.94939,0.83194,0.36577,0.30292,0.7844,0.0007125,0.0007125,0.0007125
174,4046.39,0.39443,0.29095,0.79566,0.95456,0.88065,0.94298,0.83164,0.34963,0.30167,0.78389,0.000709375,0.000709375,0.000709375
175,4069.58,0.4009,0.29394,0.79509,0.9355,0.88769,0.9442,0.82957,0.37445,0.31474,0.78198,0.00070625,0.00070625,0.00070625
176,4092.68,0.37501,0.28476,0.79312,0.95539,0.87395,0.94516,0.83664,0.34188,0.29655,0.78156,0.000703125,0.000703125,0.000703125
177,4115.53,0.39809,0.29113,0.79312,0.95725,0.88252,0.94682,0.84101,0.35253,0.29587,0.78495,0.0007,0.0007,0.0007
178,4138.9,0.39433,0.29295,0.7942,0.94491,0.88996,0.94663,0.83147,0.37132,0.30326,0.78445,0.000696875,0.000696875,0.000696875
179,4162.09,0.40261,0.29265,0.7932,0.94703,0.8898,0.94783,0.83261,0.37785,0.30312,0.78408,0.00069375,0.00069375,0.00069375
180,4185.32,0.38235,0.28329,0.79267,0.93842,0.89799,0.94767,0.84292,0.3411,0.28543,0.78138,0.000690625,0.000690625,0.000690625
181,4208.62,0.37756,0.27916,0.79459,0.9583,0.87846,0.9458,0.8417,0.35112,0.28628,0.78311,0.0006875,0.0006875,0.0006875
182,4231.77,0.38387,0.2857,0.79662,0.95295,0.87929,0.94356,0.83886,0.34562,0.28878,0.78243,0.000684375,0.000684375,0.000684375
183,4255.1,0.3786,0.28276,0.79191,0.94367,0.88629,0.94016,0.83233,0.35722,0.2946,0.78441,0.00068125,0.00068125,0.00068125
184,4278.32,0.37792,0.2797,0.79055,0.95049,0.87594,0.94113,0.83486,0.34299,0.29734,0.78245,0.000678125,0.000678125,0.000678125
185,4301.54,0.38796,0.28664,0.79319,0.94708,0.87979,0.9427,0.83383,0.35101,0.30486,0.78394,0.000675,0.000675,0.000675
