epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,644.692,0.58583,0.54893,0.83877,0.87522,0.8687,0.92143,0.76029,0.56488,0.52031,0.81372,0.00122894,0.00122894,0.00122894
30,666.782,0.57836,0.5365,0.83675,0.90884,0.87674,0.93343,0.76272,0.57235,0.49604,0.81271,0.00122179,0.00122179,0.00122179
31,688.735,0.55253,0.51313,0.83408,0.89711,0.86836,0.93131,0.77676,0.5437,0.49948,0.81285,0.00121465,0.00121465,0.00121465
32,710.8,0.55941,0.52366,0.8348,0.89297,0.86869,0.93536,0.76065,0.59726,0.51356,0.81157,0.0012075,0.0012075,0.0012075
33,732.874,0.56138,0.51582,0.83775,0.90862,0.88133,0.94549,0.76603,0.62462,0.48441,0.81755,0.00120036,0.00120036,0.00120036
34,754.926,0.55363,0.49633,0.82741,0.9047,0.87651,0.94437,0.79181,0.52174,0.44995,0.80602,0.00119321,0.00119321,0.00119321
35,776.901,0.56279,0.49841,0.83575,0.90766,0.88833,0.94418,0.75583,0.64751,0.48665,0.81962,0.00118607,0.00118607,0.00118607
36,798.945,0.55618,0.49266,0.83198,0.91357,0.87643,0.94546,0.80384,0.48809,0.44793,0.80384,0.00117892,0.00117892,0.00117892
37,820.973,0.55224,0.49412,0.83134,0.91776,0.8772,0.94751,0.7776,0.57168,0.46035,0.80997,0.00117178,0.00117178,0.00117178
38,842.883,0.52203,0.47613,0.82684,0.91622,0.87158,0.94369,0.78575,0.54284,0.46439,0.80773,0.00116463,0.00116463,0.00116463
39,864.879,0.52807,0.47732,0.82641,0.91127,0.89,0.94295,0.79422,0.51202,0.45066,0.80622,0.00115749,0.00115749,0.00115749
40,886.891,0.53033,0.48067,0.82944,0.93906,0.87142,0.94359,0.77364,0.56378,0.44739,0.80957,0.00115034,0.00115034,0.00115034
41,908.797,0.51989,0.47237,0.82746,0.92302,0.8817,0.94651,0.79271,0.53322,0.46305,0.80923,0.0011432,0.0011432,0.0011432
42,930.855,0.52741,0.46264,0.82737,0.92036,0.88641,0.94776,0.81146,0.46036,0.43371,0.80008,0.00113605,0.00113605,0.00113605
43,952.93,0.5476,0.4834,0.83021,0.9235,0.88747,0.94352,0.79026,0.54143,0.43619,0.80438,0.00112891,0.00112891,0.00112891
44,974.884,0.5164,0.46139,0.82691,0.93247,0.88197,0.95076,0.80893,0.505,0.43188,0.80167,0.00112177,0.00112177,0.00112177
45,996.915,0.5255,0.4667,0.82875,0.93609,0.88474,0.95284,0.8088,0.50221,0.4255,0.79997,0.00111462,0.00111462,0.00111462
46,1018.98,0.51754,0.45344,0.8251,0.93164,0.86836,0.94259,0.79121,0.52537,0.442,0.80343,0.00110747,0.00110747,0.00110747
47,1040.91,0.50929,0.44852,0.82411,0.93318,0.87866,0.94987,0.81107,0.47492,0.41669,0.79985,0.00110033,0.00110033,0.00110033
48,1062.93,0.50305,0.44216,0.82248,0.925,0.88051,0.94931,0.81656,0.46517,0.42821,0.79668,0.00109318,0.00109318,0.00109318
49,1084.89,0.51986,0.44701,0.82839,0.92386,0.88852,0.94819,0.77681,0.59205,0.44445,0.80912,0.00108604,0.00108604,0.00108604
50,1106.86,0.52107,0.44716,0.82368,0.93256,0.88321,0.94857,0.79657,0.53206,0.4289,0.80333,0.00107889,0.00107889,0.00107889
51,1128.8,0.50951,0.43502,0.82251,0.92979,0.8933,0.95206,0.81629,0.46633,0.40713,0.79653,0.00107175,0.00107175,0.00107175
52,1150.85,0.51131,0.43991,0.8236,0.93688,0.88732,0.95312,0.81577,0.48895,0.41713,0.80017,0.0010646,0.0010646,0.0010646
53,1172.75,0.48966,0.42212,0.81895,0.92734,0.87724,0.95234,0.81515,0.4882,0.42201,0.79988,0.00105746,0.00105746,0.00105746
54,1194.73,0.49311,0.42487,0.82285,0.93027,0.89123,0.95197,0.80778,0.50633,0.42068,0.80269,0.00105032,0.00105032,0.00105032
55,1216.64,0.50456,0.43403,0.82353,0.92955,0.87621,0.94455,0.81004,0.47495,0.42108,0.80059,0.00104317,0.00104317,0.00104317
56,1238.6,0.50342,0.43464,0.82253,0.91912,0.89238,0.94631,0.81065,0.48237,0.41171,0.7986,0.00103602,0.00103602,0.00103602
57,1260.49,0.48704,0.42701,0.82324,0.92884,0.89021,0.95513,0.81676,0.48411,0.41401,0.79787,0.00102888,0.00102888,0.00102888
58,1282.53,0.49933,0.43172,0.823,0.92937,0.88245,0.95483,0.81801,0.48862,0.42267,0.80088,0.00102173,0.00102173,0.00102173
59,1304.5,0.50826,0.43646,0.82544,0.93324,0.88679,0.95185,0.81795,0.48773,0.41639,0.79961,0.00101459,0.00101459,0.00101459
60,1326.46,0.48725,0.42105,0.82014,0.92632,0.90917,0.95449,0.81798,0.4714,0.4035,0.79818,0.00100745,0.00100745,0.00100745
61,1348.5,0.49458,0.42118,0.81864,0.93215,0.88227,0.95474,0.82607,0.45891,0.39883,0.79726,0.0010003,0.0010003,0.0010003
62,1370.48,0.48873,0.42092,0.82118,0.92101,0.90863,0.9567,0.82045,0.48412,0.39846,0.79848,0.000993155,0.000993155,0.000993155
63,1392.54,0.48817,0.41422,0.82022,0.9372,0.87827,0.95289,0.82788,0.43998,0.39619,0.7941,0.00098601,0.00098601,0.00098601
64,1414.6,0.48512,0.41459,0.81877,0.91162,0.9153,0.95788,0.83064,0.43164,0.3981,0.792,0.000978865,0.000978865,0.000978865
65,1436.54,0.48294,0.4145,0.81978,0.92462,0.89212,0.9507,0.82087,0.46659,0.40449,0.79543,0.00097172,0.00097172,0.00097172
66,1458.49,0.47431,0.40336,0.82044,0.92231,0.90279,0.95628,0.83111,0.43879,0.38964,0.7912,0.000964575,0.000964575,0.000964575
67,1480.46,0.47428,0.40824,0.81791,0.93146,0.90193,0.95637,0.82667,0.45917,0.40038,0.79402,0.00095743,0.00095743,0.00095743
68,1502.36,0.4727,0.40178,0.81739,0.9297,0.89605,0.95765,0.82613,0.45507,0.39277,0.79661,0.000950285,0.000950285,0.000950285
69,1524.31,0.47466,0.40807,0.81992,0.93187,0.89165,0.95857,0.81588,0.50115,0.4065,0.79559,0.00094314,0.00094314,0.00094314
70,1546.27,0.48546,0.40905,0.8147,0.93416,0.88392,0.95391,0.8273,0.47367,0.39519,0.79485,0.000935995,0.000935995,0.000935995
71,1568.12,0.46939,0.39458,0.81658,0.93177,0.89662,0.95624,0.82369,0.46095,0.39612,0.79669,0.00092885,0.00092885,0.00092885
72,1590.04,0.48603,0.41087,0.81881,0.91776,0.91456,0.95731,0.826,0.47016,0.39201,0.7944,0.000921705,0.000921705,0.000921705
73,1611.89,0.47753,0.40323,0.81742,0.93206,0.89016,0.95725,0.83846,0.42428,0.38572,0.79058,0.00091456,0.00091456,0.00091456
74,1633.79,0.46901,0.39224,0.81671,0.91729,0.90434,0.95611,0.81697,0.50319,0.4004,0.79837,0.000907415,0.000907415,0.000907415
75,1655.73,0.46867,0.3886,0.81548,0.93328,0.89421,0.95856,0.8363,0.45414,0.37795,0.79208,0.00090027,0.00090027,0.00090027
76,1677.69,0.47234,0.39423,0.81589,0.92816,0.90469,0.95907,0.84024,0.43185,0.37739,0.79253,0.000893125,0.000893125,0.000893125
77,1699.58,0.46952,0.39141,0.81711,0.93523,0.90065,0.9563,0.8348,0.43164,0.37852,0.79239,0.00088598,0.00088598,0.00088598
78,1721.52,0.45726,0.38363,0.81189,0.91911,0.91381,0.95631,0.82616,0.45733,0.38767,0.79217,0.000878835,0.000878835,0.000878835
79,1743.45,0.45915,0.3803,0.81571,0.93301,0.90867,0.96074,0.83539,0.45082,0.37644,0.79398,0.00087169,0.00087169,0.00087169
80,1765.4,0.47512,0.39401,0.81609,0.93952,0.90432,0.96223,0.83877,0.43106,0.37276,0.7902,0.000864545,0.000864545,0.000864545
81,1787.28,0.45391,0.38077,0.81233,0.94447,0.90656,0.9656,0.84643,0.42528,0.36915,0.78968,0.0008574,0.0008574,0.0008574
82,1809.4,0.47001,0.39048,0.81523,0.95091,0.90103,0.96132,0.84129,0.43303,0.37692,0.78997,0.000850255,0.000850255,0.000850255
83,1831.33,0.45929,0.38641,0.8155,0.93044,0.91951,0.96132,0.83409,0.44962,0.37402,0.79284,0.00084311,0.00084311,0.00084311
84,1853.27,0.45332,0.37713,0.81293,0.92959,0.89986,0.95781,0.83863,0.41981,0.37315,0.79032,0.000835965,0.000835965,0.000835965
85,1875.12,0.44939,0.37381,0.81317,0.94,0.90512,0.96253,0.84762,0.40994,0.35571,0.78704,0.00082882,0.00082882,0.00082882
86,1897.04,0.46301,0.3865,0.81291,0.94007,0.9059,0.9631,0.83237,0.47633,0.37548,0.79487,0.000821675,0.000821675,0.000821675
87,1919.02,0.46802,0.38564,0.8119,0.93094,0.9162,0.962,0.84511,0.42604,0.36006,0.78924,0.00081453,0.00081453,0.00081453
88,1941,0.4618,0.37678,0.81218,0.91377,0.9225,0.95875,0.84122,0.41812,0.36833,0.7883,0.000807385,0.000807385,0.000807385
89,1962.92,0.45781,0.38234,0.81144,0.93599,0.91192,0.95881,0.84863,0.40464,0.36262,0.78572,0.00080024,0.00080024,0.00080024
90,1984.94,0.45569,0.37312,0.81099,0.94688,0.90674,0.96374,0.83187,0.47129,0.36718,0.79078,0.000793095,0.000793095,0.000793095
91,2007.79,0.43931,0.37607,0.80216,0.92676,0.91653,0.96336,0.84589,0.43007,0.37082,0.78937,0.00078595,0.00078595,0.00078595
92,2028.86,0.43588,0.36836,0.80269,0.92776,0.91918,0.96107,0.82886,0.47591,0.38268,0.79496,0.000778805,0.000778805,0.000778805
93,2050.3,0.44249,0.37439,0.80748,0.91348,0.90687,0.95385,0.83068,0.45019,0.39301,0.79508,0.00077166,0.00077166,0.00077166
94,2071.8,0.44144,0.37688,0.80169,0.91355,0.90927,0.95172,0.83202,0.44347,0.38853,0.79346,0.000764515,0.000764515,0.000764515
95,2092.86,0.44597,0.3765,0.80652,0.93804,0.90346,0.95871,0.8313,0.44586,0.38071,0.79122,0.00075737,0.00075737,0.00075737
96,2113.97,0.44338,0.37463,0.80185,0.92697,0.90668,0.95533,0.82905,0.4476,0.39207,0.79127,0.000750225,0.000750225,0.000750225
97,2135.06,0.44528,0.37899,0.80788,0.91729,0.91326,0.95769,0.82824,0.4661,0.38162,0.79343,0.00074308,0.00074308,0.00074308
98,2156.13,0.45853,0.37928,0.80633,0.92415,0.91293,0.95712,0.83634,0.43787,0.38115,0.79224,0.000735935,0.000735935,0.000735935
99,2177.21,0.43576,0.36875,0.80088,0.93135,0.91372,0.96026,0.83811,0.44662,0.37718,0.79168,0.00072879,0.00072879,0.00072879
100,2198.46,0.43952,0.36383,0.80613,0.93092,0.90564,0.95806,0.82924,0.46895,0.38599,0.79634,0.000721645,0.000721645,0.000721645
